name,mark,director,release_time,length,imdb_link,cover_link,summary
猫鼠游戏,8.7,史蒂文·斯皮尔伯格,上映日期:,片长:,http://www.imdb.com/title/tt0264464,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,"
                            "
告白,8.7,中岛哲也,上映日期:,106分钟,http://kokuhaku-shimasu.jp,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,"
                                　　一所平凡的中学，1年B组即将迎来春假。不知天高地厚的学生们肆意吵闹，殊不知一场绵亘数月的风暴正向他们袭来。级任教师森口悠子（松隆子 饰）全然无视这片混乱，静静地向学生们做出最后的告白。这个单亲妈妈独自抚养着可爱的女儿（芦田爱菜 饰），然而女儿最终在游泳池中溺水身亡。警察 认定这是一起意外，森口则认定女儿死于班上两个学生之手。她不动声色地指责着犯人A和B，并宣布用自己的方式进行复仇。在此之后，森口辞去教师职务，1年B班的学生也心怀惴惴迎来了春假。新学期开始，残酷的风暴袭向了这群无知无畏的少男少女……
                                    "
阳光姐妹淘,8.8,姜炯哲,2011-05-04(韩国),又名:,http://www.imdb.com/title/tt1937339,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,"
                                　　25年前，高中生任娜美（沈恩京 饰）一家从全罗道搬到汉城，娜美入读真德女子高中，因方言浓重怯于开口的娜美幸运的得到了同班大姐头夏春花（姜索拉 饰）的维护，并与围绕在夏春花周围的执着于双眼皮的金玫瑰、满嘴脏话的黄珍熙、梦想成为作家的徐金玉、要成为韩国小姐的俞福姬以及沉默傲慢的美人郑秀智等五人结识。在一次和不良少女团对决之后，春花和娜美等七人组成了“Sunny”团体……
                                    "
断背山,8.6,李安,制片国家/地区:,2005-09-02(威尼斯电影节),http://www.brokebackmountain.com,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513535588.jpg,"
                                　　美国怀俄明州的西部，沉默寡言的农夫恩尼斯（希斯•莱杰饰）和热情开朗的牛仔杰克（杰克•吉伦希尔饰)一道被派到山上牧羊，那里人迹罕至，他们只有与羊群为伴，生活单调无味。一个天寒地冻的夜晚，在酒精与荷尔蒙的作用下，他们做了“不该做的事情”，也就此他们在断背山上度过了人生中最美好的时光。
                                    "
一一,8.9,杨德昌,上映日期:,2017-07-28(台湾),http://www.imdb.com/title/tt0244316,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2119675128.jpg,"
                                　　NJ（吴念真）是个很有原则的生意人，同妻子敏敏（金燕玲）、女儿婷婷（李凯莉）、儿子洋洋（张杨洋）以及外婆住在台北某所普通公寓里。小舅子的一场麻烦婚礼过后，因为外婆突然中风昏迷，他迎来更加混乱的日子。
                                    "
甜蜜蜜,8.8,陈可辛,2015-02-13(中国大陆),118分钟(中国大陆),http://www.imdb.com/title/tt0117905,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1962839732.jpg,"
                                　　改革开放初期，黎小军（黎明 饰）告别女友小婷（杨恭如 饰）从天津（国语版中为无锡）来到香港讨生活，期望有天挣到大钱把小婷接来与之风风光光地成婚，没料想日子会比想象中的难熬许多。
                                    "
致命ID,8.6,詹姆斯·曼高德,上映日期:,90分钟,http://www.imdb.com/title/tt0309698,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453720880.jpg,"
                                　　一个典型而又引人入胜的悬疑故事：一个汽车旅馆里，住进了10个人，他们中间有司机、妓女、过气女星、夫妇、警探和他的犯人，还有神秘的旅馆经理。这天风雨大作，通讯中断，10人被困在了旅馆里，惊悚的故事开始了。
                                    "
射雕英雄传之东成西就,8.7,刘镇伟,1993-02-05(香港),又名:,http://www.imdb.com/title/tt0108074,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1993903133.jpg,"
                                　　金轮国王妃（叶玉卿）与表哥欧阳锋（梁朝伟）有染，为霸占江山，他们毒死了国王，但没找到传国玉玺。得知玉玺在前往九宫山找寻其师父求助的三公主（林青霞）手里后，欧阳锋企图抢到手但没成功。糊涂国师（张曼玉）在淫威下屈服，查出三公主的具体下落，欧阳锋乘火箭金靴追赶，却误脱落一只插死刚出关的王重阳（钟镇涛），奄奄一息的王重阳恳求适逢路过的三公主找到其师弟周伯通（刘嘉玲）代为报仇。
                                    "
哈利·波特与魔法石,8.7,克里斯·哥伦布,上映日期:,2001-11-16(美国),http://www.harrypotter.co.uk,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p804947166.jpg,"
                                　　哈利波特是一个孤儿，从小寄养在姨妈家，受尽欺凌。但就在哈利11岁生日的时候，他意外收到了霍格沃茨学院的入学通知书。哈利从该学院派来接他的巨人海格口中得知，这是一间魔法学院，并得知了自己的身世，原来哈利的父母都是伟大的魔法师，在对付伏地魔的战斗中双双献身，唯有哈利幸免于难。
                                    "
狩猎,9.0,托马斯·温特伯格,2013-01-10(丹麦),又名:,http://www.imdb.com/title/tt2106476,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,"
                                　　刚刚和妻子离婚的卢卡斯（麦斯·米科尔森 Mads Mikkelsen 饰）目前在一家托儿所工作，心地善良个性温和的他很快就受到了同事和孩子们的喜爱，其中，一个名叫卡拉（安妮卡·韦德科普 Annika Wedderkopp 饰）的早熟女孩对卢卡斯尤为的亲近。面对女孩幼稚 而单纯的示好，卢卡斯只能婉转的拒绝，可令他没有想到的是，这一举动将他的生活推向了风口浪尖。
                                    "
布达佩斯大饭店,8.8,韦斯·安德森,上映日期:,片长:,http://www.grandbudapesthotel.com,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg,"
                            "
大鱼,8.7,蒂姆·波顿,语言:,2004-01-09(美国),http://www.imdb.com/title/tt0319061,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,"
                                　　爱德华（伊万·麦克格雷格 Ewan McGregor 饰）生性热爱自由，成年之后，他选择离开家乡，踏上了环游世界的旅程。一路上，爱德华遇见了各种各样稀奇古怪的角色，经历了无数精彩绝伦的的冒险，而他日后最大的兴趣，就是向他人喋喋不休的重复讲述他的这一段奇幻旅程。
                                    "
摩登时代,9.2,查理·卓别林,上映日期:,87 分钟,http://www.imdb.com/title/tt0027977,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173707976.jpg,"
                                　　二十年代的美国处于经济萧条时期，失业率居高不下，工人受尽压榨，成为了大机器生产中的一颗螺丝钉。查理（查理·卓别林 Charles Chaplin 饰）就是一个底层市民，他在一个机器隆隆的厂房里日以继夜地工作，以赚取微薄的收入。重复繁重的工作压得他喘不过气，他把人们的鼻子当成螺丝钉来拧，卷入流水线机器的皮带里，令人苦笑不得。
                                    "
加勒比海盗,8.6,戈尔·维宾斯基,上映日期:,片长:,http://www.imdb.com/title/tt0325980,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,"
                            "
阿凡达,8.6,詹姆斯·卡梅隆,语言:,2009-12-18(美国),http://www.avatarmovie.com,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p492458287.jpg,"
                            "
穿条纹睡衣的男孩,8.9,马克·赫尔曼,2008-09-12(英国),94 分钟,http://www.imdb.com/title/tt0914798,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,"
                                　　八岁男孩布鲁诺（Asa Butterfield 饰）一家随着纳粹军官父亲的一纸调令，由柏林搬迁到了乡下。失去了朋友们的布鲁诺很快对新家附近的“农庄”产生了兴趣，那里有一群身穿“条纹睡衣”的人终日忙碌，并且其中一个为布鲁诺一家服务，他形容肮脏，态度慎微。周遭环境和布鲁诺的举止让母亲暗暗担忧，但纳粹父亲制止家中任何怀疑既定政策的行为。
                                    "
幸福终点站,8.6,史蒂文·斯皮尔伯格,上映日期:,片长:,http://www.imdb.com/title/tt0362227,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792263736.jpg,"
                                　　为了完成父亲的心愿，维克多（汤姆•汉克斯 Tom Hanks 饰）从故国乘坐飞机前往美国肯尼迪机场，但戏剧性的事情发生了：他被告知祖国发生政变，而他的身份证护照一一失效，同时他的签证也无法再使用。进退两难的维克多只有在机场滞留，等待新证件的办理。
                                    "
菊次郎的夏天,8.7,北野武,1999-05-20(戛纳电影节),121 分钟,http://www.imdb.com/title/tt0199683,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p751835224.jpg,"
                                　　暑假到来，自幼丧父的小学三年级学生正男（关口雄介饰），如今和奶奶生活在一起，暑假特别无聊。他拿出母亲从外地寄回的信，准备自己一个人去爱知县丰桥市看望母亲。
                                    "
借东西的小人阿莉埃蒂,8.7,米林宏昌,语言:,片长:,http://karigurashi.jp,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,"
                                　　虽然患有心脏方面的疾病，但是少年翔（神木隆之介 配音）的父母依然对他疏于呵护。为了准备即将到来的手术，翔来到了位于偏远乡间的姨婆（竹下景子 配音）家静养。姨婆家位于一片幽静的丛林中，这是一幢有着上百年历史的欧式别墅。这里除了生活着姨婆和女佣阿春（树木希林 配音）外，还有一个奇特的三口之家，“借东西一族”——小人阿莉埃蒂（志田未来 配音）和她的爸爸（三浦友和 配音）妈妈（大竹忍 配音），他们生活在别墅的地板下，只有几公分高，过着不为人类察觉的生活。遇到所需的日常用品时，便会在夜深人静之时偷偷潜入厨房借出来。翔无疑中瞥见阿莉埃蒂的身影，他有心接近这些传说中的小人，却不知不觉打扰了他们的生活……
                                    "
小森林 夏秋篇,8.9,森淳一,片长:,IMDb链接:,http://www.imdb.com/title/tt3474600,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221319641.jpg,"
                                　　平凡女孩市子（桥本爱 饰）自幼生长在位于日本东北地区的村庄小森。这里远离都市的喧嚣和浮躁，为青山绿水所环绕，俨然一个幽静怡然的世外桃源。村民们日出而作，日落而息，依靠一双勤劳的双手经营渺小却舒适的生活，与世无争。市子曾经前往东京闯荡，只不过她终究无法适应都市快节奏的步伐，最终回到了妈妈早已不在的老宅。童年时妈妈福子利用山川田野各种食材做出胡乱命名的美食，实心眼的市子在感叹受骗之余，也将美好的回忆留在了味蕾深处。仿佛遵循着母亲的步伐，她将对故乡的热爱融入了美食的烹制中。在朋友佑太（三浦贵大 饰）和吉子（松冈茉优 饰）的环绕下，享受着无忧无虑的人生……
                                    "
岁月神偷,8.6,罗启锐,2010-04-16(中国大陆),片长:,http://www.imdb.com/title/tt1602572,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,"
                            "
爱在黎明破晓前,8.7,理查德·林克莱特,1995-01-27(美国),又名:,http://www.imdb.com/title/tt0112471,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452582315.jpg,"
                                　　美国青年杰西（伊桑·霍克 Ethan Hawke 饰）在火车上偶遇了法国女学生塞琳娜（朱莉·德尔佩 Julie Delpy 饰），两人在火车上交谈甚欢。当火车到达维也纳时，杰西盛情邀请塞琳娜一起在维也纳游览一番，即使杰西翌日便要坐飞机离开。与杰西一见钟情的塞琳娜接受了杰西的邀请。
                                    "
驯龙高手,8.7,迪恩·德布洛斯,官方网站:,上映日期:,http://www.dreamworksdragons.com/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450042258.jpg,"
                                　　维京岛国的少年小嗝嗝（杰伊•巴鲁切尔 Jay Baruchel 配音）是部落统领伟大的斯托里克（杰拉德·巴特勒 Gerard Butler 配音）的儿子，他非常想像自己的父亲一样亲手屠龙——这些飞龙是岛上维京人放牧羊群的主要天敌——但他每次出现在部落屠龙的战斗中都只给大家徒增烦恼。在一次对抗飞龙的战斗中，希卡普偷偷用射龙器击伤了一只最神秘的“夜之怒龙”，并背着族人放生、豢养，甚至驯服了这只龙，还给它起名“无牙”。希卡普的神秘行径引起了一同训练屠龙技巧的女孩阿斯特丽德（亚美莉卡·费雷拉 America Ferrera 配音）的怀疑。阿斯特丽德发现了希卡普的秘密，却同时被身骑“无牙”御风而飞的美妙体验所震撼。格雷决定在屠龙成人礼上向远征归来的斯托里克和族人讲明真相，说服大家放弃屠龙，却偏偏弄巧成拙，害得“无牙”被俘，一场更大的灾难就在眼前……
                        "
萤火虫之墓,8.7,高畑勋,上映日期:,89 分钟,http://www.imdb.com/title/tt0095327,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1157334208.jpg,"
                                　　美日战争爆发，14岁的清太带着年幼的妹妹到处逃命，当他们到达防空洞的时候，母亲已身受重伤，没过多久便不久人世。两兄妹自此过着相依为命的日子。他们只好投靠了母亲的姐妹，纵使他们把家里所有的家当都送给了阿姨，但当食物吃完，他们就越感到了寄人篱下的感觉，清太决定带着妹妹离开独自生活。火灾硝烟中的生活并不好过，清太为了妹妹四处偷取食物，但妹妹还是严重营养不良……
                        "
恐怖直播,8.7,金秉祐,上映日期:,97分钟,http://www.imdb.com/title/tt2990738,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,"
                                　　韩国首尔某个平凡的早上，广播电台Daily Topic节目的主持人尹英华（河正宇 饰）正就税率改革与听众进行连线，这时一个自称住在首尔昌信洞的普通工人朴鲁圭打入电话，大肆抱怨超高的电费和相关部门对他的威胁。尹英华颇不耐烦，以偏离主题为由强行切断电话。谁知连线无法单方面由电台方面中断，愤怒的朴鲁圭继续抱怨，并扬言炸掉汉江大桥。尹英华不以为然，进而怂恿对方想做就做，谁知话音刚落，窗外的麻浦大桥便炸作废墟。大惊失色的尹英华很快冷静下来，他决定利用这次难得的机会打一次事业的翻身仗。
                                    "
红辣椒,8.9,今敏,语言:,2006-11-25(日本),http://www.imdb.com/title/tt0851578,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p672363704.jpg,"
                                　　近未来，为了治疗现代人类越来越多、越来越严重的精神疾病，位于东京的精神医疗综合研究所开发出一种可以反映他人梦境的机器。通过微型DC的帮助，梦境在显示器上呈现出来，更方便找到一个人焦虑的症结。
                                    "
超脱,8.8,托尼·凯耶,2011-04-25(翠贝卡电影节),又名:,http://detachment-film.com,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,"
                            "
倩女幽魂,8.6,程小东,语言:,1987-07-18(香港),http://www.imdb.com/title/tt0093978,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,"
                                　　书生宁采臣（张国荣饰）收账不成，无处可归，遂夜宿鬼寺兰若寺，遇上侠士燕赤霞（午马饰），二人成为邻居。一日偶遇艳女小倩（王祖贤饰），二人两情相悦，但小倩乃是被树妖姥姥控制的鬼魂，专门迷惑精壮男子代姥姥吸取阳气。小倩见宁采臣心地善良不忍加害，并与他感情逐渐加深。宁采臣欲救小倩脱离姥姥魔掌，但苦于姥姥功力深厚，小倩无法脱离其魔掌。二人遂向燕赤霞求救......
                        "
海洋,9.0,雅克·贝汉,2011-08-12(中国大陆),片长:,http://www.oceans-lefilm.com,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p497010372.jpg,"
                                　　《海洋》耗时五年，耗资5000万欧元，动用12个摄制组、70艘船，在全球50个拍摄地，有超过100个物种被拍摄，超过500小时的海底世界及海洋相关素材，是史上投资最大的纪录片。
                                    "
七武士,9.2,黑泽明,上映日期:,160分钟(国际版),http://www.imdb.com/title/tt0047478,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p647099823.jpg,"
                                　　日本战国时代，一小山村面临着山贼的威胁，为了保护秋天的收成，村中长老决定让去请武士来保护村子安全，但只能拿出的报酬是一天三顿的白米饭。在城里，他们遭到了武士白眼甚至被打。直到勘兵卫（志村乔饰）的出现，他现今已沦为浪人，几经考虑最后答应了。他对农民说至少需要七名武士，于是久藏（宫口精二饰）、胜四郎（木村功饰）、五郎（稻叶义男饰）、七郎（加东大介饰）、平八（千秋实饰）和菊千代（三船敏郎饰）等六人也加入了队伍，七个人肩负保卫村子的任务。
                                    "
神偷奶爸,8.5,皮埃尔·柯芬,语言:,2010-07-09(美国),http://www.despicableme.com,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,"
                                　　超级坏蛋格鲁（史蒂夫·卡瑞尔 Steve Carell 配音）在听说埃及金字塔被盗的新闻后不满市面上新贼辈出，决定在纳法利欧博士（拉塞尔·布兰德 Russell Brand 配音）的帮助下建造火箭升空盗取月亮。在向坏蛋银行贷款的过程中，格鲁盗取的收缩射线枪被新贼维克托（杰森·席格尔 Jason Segel 配音）抢走。为了夺回收缩射线枪，格鲁决定领养三位孤儿——玛戈（米兰达·卡斯格拉夫 Miranda Cosgrove 配音）、伊迪丝（达娜·盖伊 Dana Gaier 配音）和阿格蕾丝（埃尔希·费舍 Elsie Fisher 配音），利用她们进入维克托的城堡兜售饼干的机会实施偷盗，计划成功后再偷偷处理掉三个小孩。然而在平凡的日常相处中，格鲁却发现自己越来越离不开这三个小鬼，但这样的感情用事却将严重影响周密的盗月计划……
                        "
喜剧之王,8.5,周星驰,上映日期:,85分钟,http://www.imdb.com/title/tt0188766,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1043597424.jpg,"
                                　　尹天仇（周星驰 饰）一直醉心戏剧，想成为一名演员，平时除了做跑龙套以外，还会在街坊福利会里开设演员训练班。此时舞小姐柳飘飘在妈妈桑的带领下来到这里要求学做戏，原来柳飘飘有一段非常不愉快的经历，在尹天仇对她指导的过程中，柳飘飘对尹天仇渐生情愫，同时她也成为了夜总会里当红的小姐。尹天仇受到了极多白眼之后，终于得到了大明星鹃姐（莫文蔚 饰）的赏识，提携他担演新戏中的男主角，但没想到突然把他的角色换掉了，令他失望不已。在片场当场务的卧底警员（吴孟达 饰）身份被识穿，尹天仇阴差阳错的帮忙破了案。之后尹天仇继续活跃在街坊福利会的演员训练班里。
                        "
侧耳倾听,8.8,近藤喜文,语言:,片长:,http://www.imdb.com/title/tt0113824,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,"
                                　　正在读初三的月岛滴滴是一个喜欢看书的女孩，她每次都能在借书卡上看到一个叫天泽圣司名字，因此她对这个人充满了好奇。
                                    "
爱在日落黄昏时,8.7,理查德·林克莱特,2004-02-10(柏林电影节),80 分钟,http://www.imdb.com/title/tt0381681,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910924055.jpg,"
                                　　九年前，杰西（伊桑·霍克 Ethan Hawke 饰）与席琳（朱莉·德尔佩 Julie Delpy 饰）在火车上不期而遇，怦然心动。在维也纳渡过疯狂而又浪漫的一夜后，他们在日出前分手，并相约在维也纳重逢。
                                    "
风之谷,8.8,宫崎骏,语言:,1984-03-11(日本),http://www.imdb.com/title/tt0087544,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,"
                                　　工业文明的高度发展，却最终带来灾难，一场为期7天的虫族毁灭战争摧毁了人类文明。一千年后，工业文明遗留下来的症结仍在困扰这个星球。带有强烈毒性的植物组成了令人望而却步的“腐海”森林，随着时间的推移，腐海有条不紊地向四周蔓延，蚕食周边世界。在一片腐海森林的旁边，居住着一群御风而行的人类。女主角娜乌茜卡和族人依靠海风的力量抵御着有毒孢子的侵蚀，过着平静祥和的生活。
                                    "
消失的爱人,8.7,大卫·芬奇,语言:,2014-10-03(美国),http://www.imdb.com/title/tt2267998,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,"
                                　　结婚五周年纪念日的早上，尼克·邓恩（本·阿弗莱克 Ben Affleck 饰）来到妹妹玛戈（凯莉·库恩 Carrie Coon 饰）的酒吧，咒骂抱怨那个曾经彼此恩爱缠绵的妻子艾米（罗莎蒙德·派克 Rosamund Pike 饰）以及全然看不见希望的婚姻。当他返回家中时， 却发现客厅留下了暴行的痕迹，而妻子竟不见了踪影。女探员朗达·邦妮（金·迪肯斯 Kim Dickens 饰）接到报案后赶来调查，而现场留下的种种蛛丝马迹似乎昭示着这并非是一件寻常的失踪案，其背后或许隐藏着裂变于夫妻之情的谋杀罪行。艾米的失踪通过媒体大肆渲染和妄加揣测很快闻名全国，品行不端的尼克被推上风口浪尖，至今不见踪影的爱人对他进行无情审判，你侬我侬的甜言蜜语早已化作以血洗血的复仇与折磨……
                                    "
真爱至上,8.5,理查德·柯蒂斯,语言:,2003-11-06(美国),http://www.loveactually.com/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,"
                                　　这是一出10个爱情故事窜成的喜剧杂烩：
                                    "
记忆碎片,8.5,克里斯托弗·诺兰,语言:,2000-10-20(英国),http://www.imdb.com/title/tt0209144,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,"
                                　　当记忆支离破碎后，你该怎样面对生活？本片的主人公就遭遇了这样的事情。
                                    "
雨人,8.6,巴瑞·莱文森,片长:,IMDb链接:,http://www.imdb.com/title/tt0095953,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p942376281.jpg,"
                                　　查理（汤姆•克鲁斯 Tom Cruise 饰）父亲去世，留下了300万美元的遗产。然而令他意外的是，遗产全部给了一个他不认识的哥哥雷蒙（达斯汀•霍夫曼 Dustin Hoffman 饰）。雷蒙的名字查理从没听过，这个事件让他气愤不已。他决定前去寻找哥哥。谁知雷蒙的住处就在一个精神病院里，原来他自幼患有自闭症，母亲去世后就被送到精神病院治疗。查理心中有了计算，他把雷蒙带出精神病院，企图骗他出让遗产。
                                    "
燃情岁月,8.7,爱德华·兹威克,语言:,片长:,http://www.imdb.com/title/tt0110322,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,"
                            "
英雄本色,8.7,吴宇森,2017-11-17(中国大陆),95分钟,http://www.imdb.com/title/tt0092263,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,"
                                　　香港某个国际伪钞集团重要分子宋子豪（狄龙 饰）和Mark（周润发 饰）情同手足，某次宋子豪带手下谭成（李子雄 饰）去台北交易时被其出卖受枪伤被捕入狱，为替好兄弟报仇，Mark孤身赴台，结果被人打成瘸子，江湖地位自此一落千丈，而宋子豪的父亲也在不久丧命。 一向视宋子豪为偶像的宋子杰（张国荣 饰）得知哥哥的真实身份后，对黑社会及他恨之入骨，立誓利用警察身份将黑帮势力斩草除根，宋子豪出狱后不顾苦等他想重创辉煌的Mark的劝阻，决心弃暗投明，无奈得不到宋子杰的谅解。而此时已成帮会老大的谭成欲找宋子豪再合作，遭拒绝后放言会害宋子杰，被逼走投无路，宋子豪决定再与Mark连手共抗强敌。
                        "
黑天鹅,8.5,达伦·阿伦诺夫斯基,2010-09-01(威尼斯电影节),108分钟,http://www.imdb.com/title/tt0947798,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p719282906.jpg,"
                            "
疯狂原始人,8.7,柯克·德·米科,上映日期:,2013-03-22(美国),http://www.imdb.com/title/tt0481499,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,"
                            "
怪兽电力公司,8.6,彼特·道格特,制片国家/地区:,2001-11-02(美国),http://www.monstersinc.com,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,"
                            "
东邪西毒,8.6,王家卫,制片国家/地区:,1994-09-17(中国大陆),http://www.imdb.com/title/tt0109688,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,"
                                　　在恋人（张曼玉）负气嫁给兄长的当晚，欧阳锋（张国荣）黯然离开白陀山，走进沙漠某个小镇，成为一名杀手中介人。他的朋友、风流剑客黄药师（梁家辉）每年都来小镇与他畅饮，酒话里有关白陀山的消息令他忘却往事的念想渐次演变成自欺行为。
                                    "
喜宴,8.8,李安,制片国家/地区:,1993-02(柏林电影节),http://www.imdb.com/title/tt0107156,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173713676.jpg,"
                                　　伟同（赵文瑄）是事业有成的男同志，与男友赛门（Mitchell Lichtenstein）在美国过着幸福的同居日子，烦恼来自要用各种招数应对远在台北的父（郎雄）母（归亚蕾）的一次次逼婚。伟同被逼以“乖乖仔”形象修书一封声称会在美国结婚，没料父母想亲眼见证。无奈，他只得拉上来自上海的不得志的女艺术家葳葳（金素梅）“假婚”，想逃过一劫。
                                    "
谍影重重3,8.7,保罗·格林格拉斯,上映日期:,片长:,http://www.imdb.com/title/tt0440963,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,"
                                　　失去了心爱的女人，波恩（马特•戴蒙 饰）面临更为艰难的日子，他努力回忆，却只能在睡梦中被脑海里一知半解的闪回所惊醒，依然无法记起自己的身份。
                                    "
贫民窟的百万富翁,8.5,丹尼·博伊尔,上映日期:,2009-01-09(英国),http://www.foxsearchlight.com/slumdogmillionaire/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,"
                                　　2006年，印度孟买。
                                    "
完美的世界,9.0,克林特·伊斯特伍德,1993-11-24(美国),又名:,http://www.imdb.com/title/tt0107808,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792403691.jpg,"
                                　　单亲孩子菲利普·佩里（T·J·劳瑟 T.J. Lowther 饰）的母亲对他管教甚严，8岁的小菲利普甚至从未参加过一次鬼节讨糖果的游戏。附近州监狱的两名罪犯越狱成功，劫持了菲利普作为人质，向德州边界逃窜。途中，罪犯之一的布奇（凯文·科斯特纳 Kevin Costner 饰）干掉了鲁莽愚蠢的同伙，却对小菲利普照顾有加。与此同时，德州警探瑞德（克林特·伊斯特伍德 Clint Eastwood 饰）带着手下和州长特派的犯罪专家萨利（劳拉·邓恩 Laura Dern 饰）一同火速追捕布奇。双方在德克萨斯州境内展开了一场公路赛大竞技；而小菲利普也经历了很多从未想过过的刺激与快乐，并与布奇产生了一种近似父子的不寻常感情……
                        "
猜火车,8.5,丹尼·博伊尔,1996-02-23(英国),又名:,http://www.imdb.com/title/tt0117951,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg,"
                            "
萤火之森,8.7,大森贵弘,制片国家/地区:,2011-09-17(日本),http://www.hotarubi.info,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1272904657.jpg,"
                                　　某年夏天，6岁小女孩竹川萤来到爷爷家度假，她闯进了传说住满妖怪的山神森林。正当她因为迷路而焦急万分的时候，一个戴着狐狸面具的大男孩出现在她面前，并引领着萤找到回家的路。虽然萤分外感激，可是男孩却禁止她碰触自己的身体，原来这名叫银的男孩并非人类，他一旦被人类碰触就会烟消云散。在此后的日子里，萤和银成为好朋友，他们走遍了森林的每一个角落玩耍。日复一日，年复一年，每到夏天的时候萤就会如约来到森林和好朋友见面。她遵守着和银的约定，无论如何也不碰触银的身体。随着年龄的增长，萤和银对彼此的情感都悄悄发生了变化，他们共同期待相聚的日子，共同期待拥抱对方……
                                    "
教父3,8.8,弗朗西斯·福特·科波拉,1990-12-20,又名:,http://www.imdb.com/title/tt0099674,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,"
                                　　转眼间已经是1979年，第二代教父麦克•柯里昂（阿尔•帕西诺 饰）到了垂暮之年，为了灵魂的救赎，麦克慢慢结束家族的黑道事业，转投正当生意。
                                    "
魂断蓝桥,8.8,茂文·勒鲁瓦,上映日期:,108 分钟,http://www.imdb.com/title/tt0033238,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,"
                                　　第一次世界大战期间，回国度假的陆军中尉罗伊（罗伯特·泰勒）在滑铁卢桥上邂逅了舞蹈演员玛拉（费雯·丽），两人彼此倾心，爱情迅速升温。就在两人决定结婚之时，罗伊应招回营地，两人被迫分离。由于错过剧团演出，玛拉被开除，只能和好友相依为命。
                                    "
